Gene_ID	TET1_ALT_1	TET1_ALT_2	TET1_ALT_3	Empty_Vector_1	Empty_Vector_2	Empty_Vector_3	TET1_FL_1	TET1_FL_2	TET1_FL_3
SLCO5A1	250.864	263.185	263.534	0	0	0	285.132	280.999	237.956
TET1	26830	31696.6	29844	1168.59	1787.32	2235.51	32979.3	29526	32145.2
DHRS2	989.031	992.832	1006.36	785.398	744.047	755.202	778.629	867.337	911.162
C16orf59	864.887	878.404	879.987	795.964	798.339	798.464	729.279	892.782	859.956
PLA2G4C	40.1794	41.7326	38.5283	26.7669	25.9121	25.3928	38.3831	29.87	34.6392
INTS6	1042.56	1045.95	1040.05	1169.27	1139.99	1154.73	907.486	861.802	929.091
NBL1	393.354	323.568	418.078	0.13846	17.713	2.18605	40.8363	19.8924	2.97297
TUSC1	486.789	492.041	496.245	447.289	444.824	454.25	392.056	482.346	450.31
TRIM39	375.807	378.507	380.953	415.684	425.68	429.148	378.111	362.54	374.589
C1orf151-NBL1	431.877	492.816	516.002	750.299	801.402	822.019	658.285	833.089	814.357
CTBP2	1677.75	1653.82	1639.77	1768.73	1768.19	1758.69	1579.19	1537.75	1597.92
OAF	717.563	714.839	744.367	639.589	641.633	642.345	712.829	761.132	686.76
C2	55.1897	57.7518	55.1365	65.0431	66.5314	67.858	46.8291	61.0031	49.5227
MIR4523	1.03024	1.34621	1.54113	0	0	0	0	1.1063	1.50605
CSNK1G2	3006.24	3083.5	3065.31	2742.91	2763.96	2817.67	2692.3	3127.5	2789.21
PTPRG-AS1	93.063	88.5546	93.8321	110.312	109.949	115.193	106.009	104.101	130.814
FAM161B	94.1658	95.5422	87.9441	111.372	113.163	115.255	88.9571	119.766	105.413
C9orf40	622.266	623.97	627.241	574.785	589.192	589.678	641.546	598.507	582.842
FANCI	4178.96	4118.09	4127.31	4334.81	4295.65	4302.68	4177.54	4128.48	4539.11
FAM151B	48.9364	43.7519	46.234	57.0558	58.6107	59.25	49.3497	46.4645	54.2179
OGFR	1474.27	1523.91	1493.36	1373.57	1325.84	1356.17	1206.33	1369.6	1239.48
PPP1R15A	804.618	863.595	826.047	712.846	694.691	695.012	745.729	733.475	727.424
DLL4	67.9959	71.3493	67.8099	59.169	58.6107	55.4881	79.5079	80.7597	78.3148
H2AFY2	1262.56	1246.59	1269.89	1160.84	1188.25	1149.26	1107.63	1271.14	1265.08
PRICKLE4	48.9364	48.4637	50.8574	33.8109	37.6342	39.5	32.8998	50.8897	36.1453
TTC36	5.66633	6.05796	7.70567	2.11318	0.616955	0.940476	0	4.42519	9.03632
CHAC1	165.354	160.199	200.347	81.0052	90.0754	90.2857	652.513	621.739	591.879
CXCL2	8.75705	10.7697	10.7879	4.22636	4.93564	2.82143	5.4833	4.42519	1.50605
ZNF100	468.245	482.617	457.717	545.905	526.879	526.666	586.713	446.944	515.07
RPL13AP20	9.78729	10.0966	10.7879	7.74832	7.40345	6.58333	8.22495	3.31889	3.01211
ANKRD44	207.078	206.644	194.183	233.154	235.06	243.583	227.557	230.11	207.835
AKD1	82.9344	73.3686	78.5978	100.024	101.181	95.9285	120.633	80.7597	99.3995
SLC7A6OS	353.743	361.74	364.832	338.388	336.972	339.808	359.994	335.421	357.538
PRKG1	448.939	448.629	457.129	472.76	479.702	483.843	601.397	533.219	600.598
RDH5	24.7401	27.2337	23.6363	17.9867	16.7468	14.8445	11.2745	13.119	22.8661
C1orf106	40.1794	42.4057	36.9872	30.2889	30.2308	30.0952	52.0914	45.3582	28.615
DMXL2	1398.04	1413.52	1365.44	1480.63	1516.47	1508.52	1381.79	1535.54	1741
LOC284009	6.18145	6.05796	6.16453	10.5659	8.63736	10.3452	5.4833	9.95667	9.03632
SLC10A1	10.3024	12.1159	9.2468	15.4966	16.6578	15.9881	13.7083	8.85038	12.0484
IZUMO4	14.4234	16.8277	13.8702	9.15711	9.25432	7.52381	13.7083	8.85038	12.0484
LIG4	343.07	335.88	343.673	426.158	389.298	403.464	320.773	276.574	322.295
DOHH	534.18	552.62	528.609	474.761	441.122	430.738	342.706	383.885	378.019
IVNS1ABP	2167.63	2180.86	2206.9	2333.65	2277.18	2298.52	2574.41	2333.18	2423.24
POLK	784.018	773.399	753.614	823.44	832.272	844.551	885.556	767.775	817.787
GRK6	2753.32	2774.54	2770.96	2691.49	2633.78	2660.61	2475.71	2864.2	2584.39
TIGD7	235.925	247.03	243.499	261.33	267.141	269.917	260.457	236.748	278.62
CDX2	698.503	661.664	701.216	597.325	604.615	566.166	578.488	611.782	561.758
HECTD2	372.947	350.015	356.002	403.617	398.553	413.809	427.697	408.224	423.201
MED23	1618.01	1533.35	1596.61	1738.44	1762.02	1717.31	1469.52	1655.02	1774.13
HSPB8	93.2368	103.658	103.256	75.37	80.2041	81.8214	104.183	81.866	112.954
PTPN2	554.785	543.87	547.102	614.231	587.341	589.678	589.455	517.747	543.685
DAPK3	1241.44	1266.11	1323.83	1124.21	1103.11	1155.84	904.745	1100.77	915.68
ADAMTS3	445.064	440.212	423.812	470.534	491.096	483.405	482.531	450.263	465.37
DSG2	6442.4	6518.14	6211.05	6958.24	6834.28	6910.15	7352.1	6652.33	7065.31
ARRDC3-AS1	38.634	41.0595	40.0695	47.1943	44.4207	47.9643	35.6415	47.5708	31.6271
NRTN	189.049	185.104	206.512	150.74	152.388	130.726	211.107	202.452	192.775
ACO2	2726.22	2780.17	2856.81	2518.2	2572.71	2436.81	2593.65	2849.24	2991.52
SOCS4	2179.47	2094.03	1992.69	2370.28	2360.47	2354.01	2346.85	1853.05	2192.81
RBP5	7.72681	8.07728	7.70567	6.33954	5.55259	6.58333	10.9666	6.63778	4.51816
PRR5-ARHGAP8	18.6082	28.4012	38.3198	0	0	0	0	0	20.3717
TNFRSF19	325.556	316.36	323.638	339.517	338.708	347.976	389.314	345.165	355.428
SNORA66	6.69657	8.75662	9.2468	14.7923	13.5892	12.229	10.9666	5.55174	6.04036
ZNF354A	368.311	391.748	400.695	441.654	431.251	437.321	455.114	363.972	429.225
PPP6R1	2379.86	2479.05	2458.11	2287.87	2277.18	2226.11	1965.76	2299.99	2093.41
FBXL19	2837.09	2937.45	2977.47	2493.78	2655.84	2635.85	2428.97	2738.96	2373.54
FKBP10	4233.26	4332.11	4367.57	3955.17	4085.47	4061.92	4104.25	4660.83	4486.53
OSGIN1	32.9677	33.6553	29.2815	23.245	18.5086	23.5119	27.4165	29.87	18.0726
USPL1	1171.9	1139.57	1229.82	1312.99	1348.66	1305.38	1165.2	1072	1218.4
RNASEL	255.5	247.03	245.04	271.896	273.928	264.274	213.849	273.255	304.223
FLJ40852	26.0548	24.7502	24.4128	31.0857	28.8849	32.7419	54.833	39.8267	48.0665
ANXA1	18.0292	18.1739	21.5759	11.9747	12.956	14.1071	21.9332	18.8071	25.6029
NBAS	1831.77	1836.91	1858.61	1975.12	1977.34	1910.11	2094.62	2136.26	2322.33
SH3GL1	2451.97	2405.01	2504.34	2307.59	2320.98	2262.78	1891.74	2141.79	1936.78
TUBB3	338.434	319.725	376.036	274.713	251.1	257.69	265.94	321.932	307.235
TELO2	2340.71	2431.93	2337.9	2099.8	2221.65	2131.12	1875.29	2306.63	2081.37
ISL2	409.521	420.691	454.634	351.492	361.535	370.547	422.214	500.046	451.816
RSPH4A	33.998	35.6746	36.9872	44.3768	54.292	48.9047	30.1582	30.9763	30.1211
MIER3	1172.41	1142.26	1072.63	1301.72	1260.44	1265.88	1181.65	970.223	1186.77
TF	28.3316	28.2705	21.5759	40.1504	44.4207	36.6786	13.7083	24.3385	27.109
ZNF367	836.556	786.188	795.225	908.667	886.564	873.702	778.629	740.113	780.135
HSH2D	30.9072	31.636	32.3638	33.8109	35.7834	35.7381	13.7083	23.2322	15.0605
KCND3	68.511	72.6955	80.1389	49.3075	52.4411	59.25	60.3163	89.6101	63.2542
DOK1	160.202	160.199	164.901	151.444	141.283	140.131	172.724	186.964	200.305
ZNF30	172.05	180.392	157.196	214.135	202.361	200.321	205.624	180.326	186.751
LINC00235	19.0595	14.8083	18.4936	7.74832	11.7221	9.40476	5.4833	11.063	21.0847
NELFA	1242.47	1196.11	1228.28	1156.61	1122.24	1153.96	1129.56	1216.93	1135.56
PPIP5K2	1580.39	1583.82	1562.71	1702.52	1652.2	1747.4	1691.6	1569.84	1600.93
SEMA4C	629.992	627.335	651.899	597.325	560.195	560.524	457.856	629.483	626.518
SOWAHD	37.6038	47.1174	46.234	29.5845	30.2308	31.0357	38.3831	30.9763	43.6755
LOC100506082	5.66633	6.05796	4.6234	2.81757	3.08477	3.7619	8.22495	13.2756	7.53026
SFXN5	377.068	357.419	360.625	335.291	307.86	322.583	287.873	308.657	322.295
CEBPB	365.22	367.516	433.058	269.078	273.311	303.774	518.172	553.149	459.346
PLEKHA7	188.534	210.682	197.265	171.167	172.747	165.524	222.074	216.834	149.099
HOXC6	98.3886	100.293	91.7299	112.405	119.11	109.095	106.924	105.098	108.62
OSGEPL1	423.944	401.844	436.141	471.943	465.184	459.893	496.239	452.476	496.997
AP4E1	706.745	720.897	681.181	759.336	763.173	796.583	627.838	637.227	685.254
HSPA1A	56.6633	54.5216	52.3985	61.2822	62.3124	59.25	8.22495	26.5511	31.6271
FLJ42709	90.6612	87.5038	95.5503	104.955	101.797	100.631	128.858	85.1849	82.8329
PTPRCAP	13.9083	19.5201	16.9525	7.74832	10.4882	9.40476	10.9666	13.2756	9.03632
LINC00242	20.5544	20.2836	20.0347	24.9137	22.362	25.2764	32.2049	31.2725	19.9934
KDELC2	2023.39	2003.16	1957.24	2077.25	2113.69	2079.39	2275.57	2107.5	2206.37
ZNF837	69.0261	75.3879	81.6801	55.647	60.4615	60.1905	87.7328	81.866	88.8571
CACTIN	1196.12	1303.93	1313.51	1128.56	1102.51	1088.86	969.719	1230.5	1108.32
EEF1A2	6458.58	6389.8	6696.22	6155.69	6099.83	6006.82	6412.72	7251.78	6262.17
RNF103-CHMP3	10.981	25.5457	0	53.2097	79.2391	50.7859	0	0	71.0542
SNAI2	384.28	376.266	352.919	422.636	429.4	406.286	438.664	399.373	424.707
LOC284581	65.9354	65.2913	66.2687	81.7096	72.1837	79	76.7662	75.2282	106.93
VSIG10	360.069	372.228	360.625	381.077	381.278	379.952	342.706	389.417	424.707
TXNRD3	509.238	515.526	545.561	578.986	563.896	583.595	648.282	671.522	662.663
STK10	1178.08	1224.38	1209.79	1139.71	1138.28	1098.48	1113.11	1308.75	1192.79
STEAP3	2093.96	2061.05	2145.26	1951.87	2011.89	1959.01	1782.07	2038.91	1965.4
TCP11L2	162.263	154.141	158.737	168.35	178.3	178.69	235.782	240.066	216.872
TMEM79	121.568	121.159	117.126	143.696	130.177	143.893	126.116	96.2478	111.448
LIMD2	255.179	274.705	261.213	201.545	209.292	235.824	231.984	292.368	257.166
SBF2-AS1	105.208	105.599	98.6861	114.745	112.537	119.701	162.902	109.427	129.373
STK11	2127.96	2312.79	2191.49	2014.56	1971.79	1950.55	1913.67	2275.65	1899.13
CHST9	62.8447	54.5216	60.1042	76.7788	70.9498	69.5952	65.7996	66.3778	64.7603
C4orf21	1256.89	1321.99	1231.37	1402.45	1365.94	1419.18	1442.11	1412.74	1597.92
CEBPD	24.2107	22.2125	23.117	21.1318	19.7425	19.75	30.1582	25.4448	12.0484
SNORD87	1.03024	0	0	2.11318	2.46782	3.7619	0	1.1063	3.01211
PPFIA3	1188.38	1198.8	1252.94	1142.53	1106.2	1094.71	1047.31	1178.21	1171.71
VGF	26.7863	33.6553	27.7404	16.9054	15.4239	21.6309	16.4499	22.1259	15.0605
LOXL3	239.678	252.647	258.963	224.575	220.587	230.244	246.997	210.412	280.254
IRX3	261.166	273.281	298.98	223.997	229.507	237.94	265.94	253.342	212.353
RAB11B-AS1	56.6526	49.4828	53.6174	41.2023	34.7756	43.6375	87.7328	56.0425	59.9441
PALM	744.349	724.262	750.532	688.896	708.881	678.083	707.346	841.892	743.99
DGCR2	2982.03	2989.26	3103.84	2729.52	2873.16	2723.62	2678.59	3118.65	2692.82
C1QL4	116.417	123.178	135.62	92.2755	105.499	94.9881	128.858	139.393	117.472
SAPCD2	3014.49	2984.55	3080.73	2871.81	2908.32	2804.5	2237.19	2785.66	2363
GRAMD1C	215.32	223.471	206.512	264.147	259.121	237	298.84	297.594	316.271
DDIT3	245.998	263.114	270.573	218.87	207.787	232.375	325.806	326.937	355.799
SMA5	59.754	54.5216	67.8099	43.6724	45.6546	46.0833	63.058	61.9526	48.1937
AGAP3	3100	3078.79	3253.33	2927.46	2921.9	2828.95	2873.25	3158.48	2887.1
GNAQ	467.214	436.846	434.6	496.597	482.458	494.69	463.339	451.369	454.828
IBTK	1522.7	1456.6	1497.98	1654.62	1587.42	1585.64	1603.87	1539.97	1905.16
MAP2K2	2584.87	2623.77	2750.92	2392.82	2482.01	2366.24	2248.15	2686.09	2382.58
RAB26	227.168	257.127	240.417	205.683	198.042	210.667	246.749	277.681	251.511
CLU	260.651	248.376	260.451	240.198	232.592	223.833	265.94	269.936	260.547
SEPT7P2	133.931	144.045	138.702	153.558	148.686	155.179	202.882	158.2	165.666
KIF13A	1106.48	1087.74	1101.91	1130.55	1153.7	1127.63	956.836	1128.42	1149.12
BAG4	1924.27	1791.74	1820.4	2032.39	1982.78	2016.58	2209.77	1752.91	2034.68
GPSM1	1707.11	1766.9	1807.75	1533.46	1634.93	1618.56	1496.94	1846.41	1718.41
DIRAS1	862.827	853.499	838.376	818.505	825.485	824.797	734.762	765.558	713.869
BREA2	8.24193	7.40417	6.16453	10.5659	9.25432	10.3452	8.22495	4.42519	3.01211
ZBED3-AS1	34.5131	37.694	36.9872	45.7855	45.0377	40.4405	60.3163	57.5274	31.6271
AP4S1	209.139	199.238	214.217	252.173	242.463	226.655	213.847	196.921	198.799
VPS26A	1553.6	1534.68	1487.19	1696.18	1601.61	1688.15	1666.92	1323.13	1375.03
CTDP1	722.199	765.995	747.45	693.827	670.013	637.643	597.68	698.073	575.312
LOC100216545	138.052	136.641	141.784	154.262	157.323	173.048	137.083	119.48	106.93
HEMK1	357.453	353.993	376.036	308.275	327.526	334.737	416.731	367.057	388.562
EBAG9	388.916	371.555	380.66	408.548	415.827	397.821	435.922	368.397	403.622
MIB2	476.486	504.83	516.28	402.208	439.889	448.607	408.506	479.027	415.671
SLC35E1	1378.46	1384.58	1363.9	1316.51	1350.51	1329.83	1195.36	1460.31	1271.11
PLIN5	34.5131	37.694	32.3638	29.5845	28.3799	26.3333	38.3831	43.1456	34.6392
GCNT1	502.758	503.484	485.457	564.219	525.028	544.536	455.114	472.389	463.864
AGER	44.3004	35.6746	35.4461	48.6031	52.4411	57.369	57.5747	35.4015	37.6513
FAM214A	246.743	259.146	258.91	268.374	275.779	271.798	328.998	282.106	299.705
ZNRF2	389.431	386.363	405.318	375.441	364.003	365.845	381.089	334.102	352.416
AKR7A3	10.8175	12.789	9.2468	14.7923	17.8917	19.75	19.1916	9.95667	7.53026
ADRA2C	382.219	399.825	396.071	357.832	342.41	309.417	403.023	400.48	371.995
TBX18	627.417	638.778	611.83	650.859	658.907	660.214	682.671	596.294	603.927
ADAMTS6	79.8437	79.4265	92.468	99.3194	99.9466	99.6904	115.149	109.523	129.521
MYCL1	293.104	322.418	322.097	259.921	272.077	280.262	290.615	365.078	313.259
SNHG9	154.536	145.391	146.408	135.243	114.754	114.738	131.599	100.673	106.93
RPL36A-HNRNPH2	12.6774	11.5696	0	25.7818	42.9636	28.7872	0	42.1192	14.7814
TIPIN	1331.07	1226.4	1405.51	1568.68	1504.14	1504.76	1206.33	1131.74	1210.87
ARL4A	270.953	260.492	235.793	330.36	307.243	293.428	202.882	232.322	231.932
DNAH17	124.131	162.988	125.268	65.0361	94.7419	83.9353	156.818	162.013	130.034
FAM189A2	31.4223	28.9436	24.6581	21.1318	19.1256	21.6309	43.8664	26.5511	36.1453
SLC44A3	54.0876	62.5989	55.4808	40.8548	46.2716	47.9643	76.7662	63.0589	51.2058
KIAA1731	2219.65	2322.22	2196.11	2398.46	2436.97	2371.88	2357.82	2317.69	2673.24
ATP9B	305.982	300.879	319.015	326.838	340.559	347.976	315.29	318.614	283.138
IRF2BP1	1234.23	1330.06	1417.84	1081.95	1115.45	1158.67	1055.54	1303.22	1063.27
RFPL4A	16.999	16.1546	12.3291	8.45271	9.87127	10.3452	5.4833	5.53149	7.53026
C6orf164	10.8175	14.8083	13.8702	18.3142	17.8917	21.6309	2.74165	25.4448	21.0847
LHX9	21.1199	22.2125	26.1993	16.9054	14.19	17.869	19.1916	15.4882	27.109
TPST2	589.298	572.813	617.994	494.484	536.75	537.952	460.597	505.578	530.131
NR3C1	1862.68	1806.62	1815.45	1922.29	1900.22	1884.71	2056.24	1865.22	2009.07
STK38	881.371	873.692	890.775	912.893	926.049	956.464	740.246	816.447	771.099
MIR4258	0.51512	1.34621	1.54113	0	0	0	0	0	0
DVL1	2917.64	3122.54	3034.49	2829.55	2788.63	2707.63	2612.79	3141.88	2978.97
TEX40	9.27217	6.73106	7.70567	4.93075	4.93564	2.82143	5.4833	7.74408	4.51816
SNORA28	5.1512	4.03864	4.6234	6.33954	6.7865	8.46428	2.74165	5.53149	3.01211
GPR27	60.8469	71.317	80.8676	47.1943	53.0573	47.0238	56.5491	96.8524	46.6876
DCDC1	20.0897	23.5587	18.4936	16.201	12.3391	13.1667	2.74165	17.7008	36.1453
C15orf41	266.317	236.933	252.746	286.688	279.48	298.131	334.481	277.681	313.259
ALG6	1376.4	1284.96	1260.65	1429.92	1502.28	1439.87	1485.97	1320.92	1456.35
PDF	643.922	696.059	766.838	580.349	563.474	577.389	499.286	529.279	577.699
RGCC	74.1773	70.0031	78.5978	84.5271	85.1397	81.8214	68.5413	73.0156	88.8571
DPP4	87.0554	83.4652	84.7623	71.1437	74.6515	79.9404	128.858	109.523	120.484
SNORD11	3.09072	1.34621	1.54113	5.63514	4.31868	7.52381	5.4833	3.31889	1.50605
IQCH-AS1	92.2799	100.534	94.0521	75.8863	78.9747	87.2543	77.9762	75.7442	111.039
C17orf96	937.004	943.695	1046.43	862.177	846.462	831.381	581.23	838.573	787.666
TMEM158	85.51	80.7728	83.2212	62.691	75.8854	67.7143	82.2495	92.929	76.8087
ZNF567	302.376	310.302	311.309	331.769	331.922	317.881	353.673	263.299	304.223
TRIM38	267.348	250.396	261.993	277.531	283.799	276.5	304.323	300.913	262.053
FOXA3	42.2399	40.3864	38.5283	49.3075	46.8885	44.2024	46.6081	36.5078	39.1574
E4F1	1370.74	1453.91	1428.63	1261.57	1330.77	1318.55	1011.67	1268.92	1103.94
ILF3-AS1	517.696	502.81	519.362	587.464	542.92	557.702	518.172	576.381	518.082
DLX6-AS1	29.3619	34.3284	30.8227	38.0372	35.7834	38.5595	46.6081	43.1456	40.6634
DNAJB12	916.399	881.096	952.42	825.548	850.163	844.547	855.395	866.231	918.692
EMP1	20.6048	21.5394	15.4113	24.6538	28.9969	29.1548	30.1582	30.9763	34.6392
SAYSD1	412.611	425.403	408.4	396.573	392.383	378.071	392.056	398.267	436.755
LOC100272217	36.5736	38.3671	46.234	62.691	49.9733	58.3095	32.8998	42.0393	40.6634
ATP6V1G2	11.4541	12.0971	13.8338	15.4378	19.126	20.691	19.1917	21.7162	19.567
DNAJC25	395.097	391.075	359.084	435.315	420.146	460.446	326.256	323.039	335.85
ZFP30	347.191	370.208	369.872	388.12	390.532	388.417	403.023	326.358	432.237
CKB	25552.6	25493.2	27295	24326.2	23560.3	22818.8	22969.5	27458.3	21857.3
GUCY1A3	535.725	502.81	511.656	547.313	560.812	552.059	573.005	540.979	548.203
LIN37	208.109	213.375	235.793	181.733	192.49	189.036	213.849	212.409	183.738
ZFP91-CNTF	134.48	128.73	165.684	92.005	33.9092	0	15.896	54.902	139.24
IKBKG	121.604	130.628	125.181	108.795	112.392	117.812	109.666	139.393	120.484
LONP2	1930.67	1966.14	1878.64	1999.07	2035.33	2026.73	1845.13	2107.5	2093.41
PCYOX1L	284.347	309.629	300.521	264.147	274.545	272.738	389.314	365.078	405.128
ZNF526	570.753	588.968	594.877	549.426	558.344	562.405	455.114	519.96	420.189
EXD3	47.9062	57.8871	61.6453	33.1065	40.719	42.3214	84.9912	88.5038	76.8087
GCNT2	205.533	204.624	214.217	240.902	229.507	221.012	238.524	248.917	242.475
DDIT4	2830.07	2928.69	3103.84	2647.11	2340.73	2130.18	5694.41	6294.83	5838.97
NR2F6	1578.33	1683.44	1869.39	1379.91	1378.89	1458.68	1220.03	1564.3	1311.77
HAUS6	2459.7	2448.76	2303.99	2562.58	2634.4	2576.9	2519.58	2255.74	2481.98
RAB32	35.5433	30.2898	32.3638	26.7669	24.0612	18.8095	27.4165	33.1889	22.5908
ARHGEF18	1522.7	1579.11	1536.51	1450.34	1497.97	1443.63	1225.52	1403.89	1436.77
MESP1	79.8437	80.0997	103.256	61.2822	58.6107	63.0119	104.183	68.5904	79.8208
SHB	1072.48	1016.39	1157.39	880.491	916.177	963.988	912.97	968.01	844.896
C1orf35	1009.12	1064.18	1157.39	953.748	893.967	905.678	808.787	951.415	813.269
KLRG2	195.746	195.201	238.876	153.558	159.791	165.524	246.749	259.98	192.775
C8orf37	123.629	132.602	132.537	115.52	113.52	121.321	167.241	148.244	150.605
DTWD1	198.321	181.739	175.689	229.632	213.466	207.845	200.14	186.964	194.281
YTHDF3	2352.04	2255.58	2216.15	2389.3	2433.89	2468.75	2226.22	1886.24	2054.26
POLR1B	3530.12	3467.17	3507.62	3602.97	3668.41	3572.87	2777.29	2967.09	3173.25
FAM229A	15.4536	21.5394	26.1993	7.74832	9.25432	12.2262	19.1916	18.8071	24.0968
CGGBP1	2802.94	2713.67	2653.64	2902.11	2916.88	2842.61	3361.16	2904.73	3356.45
ITPKA	246.743	251.742	285.11	223.997	220.87	215.369	186.432	286.531	212.353
HDAC9	45.8457	38.3671	36.9872	50.0119	48.7394	53.6071	57.5747	71.9093	55.724
VTRNA1-3	0	0	0	0.704393	1.85086	0.940476	0	0	0
EHMT2	2000.21	2007.2	2043.54	1908.2	1966.23	1872.49	1891.74	2277.87	1994.01
BMP1	348.221	361.458	356.002	341.631	316.498	324.464	350.931	348.484	378.019
ZSCAN29	835.525	884.462	826.047	925.572	898.286	941.416	740.246	781.046	884.053
LRIF1	746.41	650.894	664.228	807.939	787.234	776.833	814.27	680.373	841.884
ZNF428	743.602	770.38	820.091	709.103	704.077	693.505	659.468	787.142	713.436
IER2	923.096	850.806	1001.74	705.802	798.956	761.785	745.729	857.38	694.29
PTK2B	54.0876	63.9451	61.6453	40.8548	46.8885	50.7857	57.5747	70.803	93.3753
MTBP	675.838	673.106	678.099	703.689	731.091	696.893	803.304	675.948	837.365
KITLG	1102.87	1019.76	957.044	1195.35	1169.13	1152.08	1104.89	1021.11	1152.13
HIST1H2BF	1475.31	1388.62	1588.91	1307.35	1138.28	1250.83	1721.76	1641.74	1489.49
GPR146	50.482	57.2141	50.8574	40.8548	46.8885	43.2619	43.8665	59.74	54.2179
DIAPH3-AS1	0	0.96244	0	1.27159	2.67595	2.84876	0	0	0
SNORD54	1.03024	2.69243	1.54113	4.22636	3.08477	4.70238	2.74165	5.53149	0
ANG	41.0139	29.2661	33.0148	45.1432	45.6933	46.8547	43.8663	61.3027	37.9216
FKBP7	312.681	312.994	289.733	333.176	326.986	333.869	397.539	324.146	400.606
ERI2	810.877	774.777	763.955	847.374	840.387	821.007	897.432	665.869	845.335
PRMT10	602.176	613.2	631.865	717.072	665.077	661.155	668.963	552.042	676.218
FZD9	197.806	208.663	218.841	186.664	190.022	175.869	150.791	204.665	191.269
LOC100129216	0.51512	0.673106	0	1.40879	1.23391	0.940476	2.74165	0	0
CAND1	10051.5	9533.2	9783.11	10787.1	10678.2	10197.6	9028.26	8924.5	9948.99
DNAL1	500.182	551.947	528.609	580.42	571.917	606.607	501.722	422.605	484.949
ZNF136	83.4495	80.7728	81.6801	95.093	92.5432	109.095	84.9912	69.6967	91.8692
ABCG1	129.295	156.161	166.442	109.181	112.903	118.5	120.633	165.945	132.533
CLK4	437.852	436.846	425.353	505.05	459.014	474	455.114	341.846	397.598
CD19	43.2701	43.0788	43.1517	39.446	35.7834	40.4405	52.0914	42.0393	33.1332
ZNF91	133.931	138.66	121.75	162.715	150.537	147.655	123.374	140.5	173.196
FBXO17	635.659	630.028	665.769	591.69	600.297	614.131	636.063	695.861	704.833
GADD45G	39.6643	33.6553	44.6929	30.9933	22.8273	20.6905	35.6415	35.4015	18.0726
GALNT3	96.8426	94.908	84.7623	114.112	103.648	106.274	71.2829	76.3345	93.3753
PUS10	213.775	215.394	206.512	235.267	238.761	268.976	254.974	236.748	266.571
CAB39L	72.632	66.6375	72.4333	63.3954	62.9294	56.4285	87.7328	63.0589	54.2179
C10orf114	66.4505	64.6182	64.7276	63.3954	59.8446	60.1905	79.5079	73.0156	39.1574
LPPR3	178.232	166.93	186.477	119.042	149.303	150.138	134.341	245.598	201.811
CEP57L1	439.913	436.846	437.682	516.32	503.435	459.893	479.789	449.157	543.685
KCTD2	906.097	897.924	970.914	842.454	857.567	804.107	830.72	818.66	801.22
TCTE3	4.63608	4.03864	3.08227	7.74832	7.40345	12.2262	5.4833	4.42519	3.01211
IGFBP7	88.7595	88.0713	99.5796	77.3599	74.9314	82.3875	122.481	97.0601	93.7267
CNTF	17.0937	26.5586	0	48.3146	65.7873	103.451	68.7114	43.3008	0
CTBP1-AS1	242.622	245.684	260.451	212.022	220.87	234.178	211.107	282.106	242.475
GAS2L3	398.703	395.113	403.777	422.636	410.892	410.047	433.181	386.098	397.598
SCARNA14	1.03024	0.673106	0	1.40879	2.46782	2.82143	2.74165	0	3.01211
CIDECP	117.963	96.9273	101.715	136.652	121.54	140.131	106.924	116.161	108.436
ERGIC1	2933.61	2898.4	2914.28	2810.53	2881.79	2821.43	2906.15	3058.91	2951.86
TNFAIP8	340.495	313.668	319.015	397.278	349.813	379.012	408.506	362.865	409.646
TAF1B	722.714	655.606	679.64	848.793	782.915	753.321	792.337	703.605	667.181
MOSPD1	829.344	786.188	804.471	946.704	860.652	884.047	948.611	753.388	899.114
CLASRP	885.492	849.46	855.329	819.913	774.895	819.154	707.346	804.278	703.327
POLRMT	1999.7	2032.11	1943.37	1653.21	1764.49	1882.83	1751.91	1959.25	1694.31
FZD8	446.609	425.403	439.223	354.31	375.108	411.928	345.448	425.924	387.056
BCRP2	23.6955	20.8663	27.7404	18.3142	15.4239	17.869	10.9666	25.4448	13.5545
PPP1R21	383.25	399.152	356.002	438.132	417.061	418.512	386.573	424.818	402.116
TARBP1	1868.86	1831.52	1812.37	1935.67	2019.91	1909.17	1935.61	2004.61	2109.98
DACT3	90.6612	88.1769	106.338	78.1876	75.8854	77.119	87.7328	97.3541	82.8329
NFKBIL1	609.388	628.681	624.159	590.281	528.113	565.226	559.297	570.849	622
AMDHD2	279.195	308.283	317.473	268.375	246.165	264.274	219.336	325.254	273.395
RAB40B	438.883	446.943	446.929	426.862	399.787	382.774	416.731	524.385	459.346
SPRED1	373.462	382.997	326.72	430.384	410.892	414.75	334.481	300.913	429.225
ZNF639	2015.15	1995.09	1946.45	2183.62	2116.15	2054.94	1910.93	1808.8	2025.64
CHIC2	418.278	398.479	440.764	388.825	355.366	365.845	375.606	350.696	371.995
DAPK2	45.8457	41.7326	43.1517	51.4207	47.5055	47.9643	41.1248	64.1652	54.2179
SEMA6B	235.925	261.838	248.122	204.274	214.083	229.476	271.423	286.531	268.077
SRR	248.146	254.28	239.433	265.427	279.049	261.431	201.583	265.633	273.925
SERPINI1	140.628	137.987	158.737	176.803	172.747	161.762	197.399	153.775	182.232
MVP	83.2156	78.341	66.6127	90.4162	91.6735	100.073	68.8013	74.4471	86.2739
